filter,tp_pct,sl_pct,max_days,train_n,train_ev,train_tp_rate,train_sl_rate,train_sharpe,n,tp_rate,sl_rate,win_rate,ev,std,sharpe,total_ev,val_n,val_ev,val_tp_rate,val_sl_rate,generalize
⑰ RSI5<20 + DVS>20,2.0,-3.0,3,1727,-0.0756,39.37,25.3,-0.0369,1727,39.37,25.3,53.39,-0.0756,2.0522,-0.0369,-130.6,244,0.0397,42.21,28.28,True
㉞ RSI5<10 + 水・木,2.0,-5.0,1,778,-0.0756,23.52,6.04,-0.0409,778,23.52,6.04,51.54,-0.0756,1.8515,-0.0409,-58.9,98,0.0407,22.45,2.04,True
⑦ RSI5 < 10（極端売られすぎ）,1.5,-3.0,3,1909,-0.0758,51.07,23.89,-0.04,1909,51.07,23.89,58.98,-0.0758,1.8942,-0.04,-144.6,222,0.1527,55.41,20.72,True
㊲ MA200上方(+5%以上),2.0,-1.0,2,414127,-0.0758,23.41,61.38,-0.0592,414127,23.41,61.38,34.19,-0.0758,1.2814,-0.0592,-31409.9,86917,-0.0737,24.17,61.96,False
㉚ 中位株(500〜3000円),1.5,-2.0,5,723405,-0.0758,50.62,40.92,-0.0451,723405,50.62,40.92,53.98,-0.0758,1.68,-0.0451,-54806.1,82276,-0.0875,50.89,41.93,False
⑲ RSI5<15 + DVS>0,1.5,-3.0,2,2700,-0.0759,43.33,18.44,-0.0436,2700,43.33,18.44,55.78,-0.0759,1.7415,-0.0436,-205.0,394,0.0944,51.02,17.77,True
㊳ 月初め(1〜3営業日),7.0,-3.0,2,155548,-0.0759,3.21,20.8,-0.0318,155548,3.21,20.8,44.76,-0.0759,2.3877,-0.0318,-11803.9,19116,0.1802,4.62,24.09,True
⑬ 出来高2倍以上,10.0,-5.0,1,70026,-0.0759,2.39,9.47,-0.0256,70026,2.39,9.47,44.26,-0.0759,2.9679,-0.0256,-5316.0,9281,-0.1465,4.3,14.34,False
㊵ 月初め + DVS>0,3.0,-1.5,1,142489,-0.0759,6.81,30.64,-0.0561,142489,6.81,30.64,41.99,-0.0759,1.354,-0.0561,-10816.3,17448,-0.0872,8.02,35.86,False
㊶ 直近5日-5% + DVS>0,5.0,-1.5,5,7435,-0.076,19.49,75.4,-0.0291,7435,19.49,75.4,23.85,-0.076,2.6057,-0.0291,-564.7,1614,-0.2064,17.47,76.89,False
⑪ ブレイクアウトあり,7.0,-3.0,1,246466,-0.0762,1.41,10.39,-0.042,246466,1.41,10.39,44.79,-0.0762,1.8145,-0.042,-18787.9,33610,-0.1162,2.21,14.39,False
㉟ MA200割れ(-5%以下),2.0,-1.5,2,269062,-0.0763,27.85,45.53,-0.0503,269062,27.85,45.53,42.34,-0.0763,1.5159,-0.0503,-20532.1,22182,-0.1877,27.92,51.65,False
㉙ 低位株(〜500円),5.0,-3.0,1,173450,-0.0763,4.49,12.41,-0.0399,173450,4.49,12.41,40.6,-0.0763,1.9131,-0.0399,-13236.7,17897,-0.2684,6.68,20.84,False
③ RSI5 < 30,1.5,-1.5,3,43169,-0.0763,41.11,46.45,-0.0537,43169,41.11,46.45,47.22,-0.0763,1.4205,-0.0537,-3295.8,5817,-0.02,43.42,45.18,False
㉚ 中位株(500〜3000円),1.5,-5.0,3,723405,-0.0764,51.37,8.15,-0.0364,723405,51.37,8.15,60.63,-0.0764,2.099,-0.0364,-55253.9,82792,-0.1326,53.52,10.42,False
㉟ MA200割れ(-5%以下),2.0,-5.0,2,269062,-0.0764,35.01,6.86,-0.0358,269062,35.01,6.86,53.01,-0.0764,2.1327,-0.0358,-20546.1,22182,-0.314,36.61,10.4,False
㊱ MA200割れ(-10%以下),2.0,-5.0,1,156276,-0.0765,23.33,3.06,-0.0438,156276,23.33,3.06,48.46,-0.0765,1.7454,-0.0438,-11958.6,13842,-0.2504,24.39,4.36,False
③ RSI5 < 30,1.5,-3.0,3,43169,-0.0765,50.19,22.86,-0.0408,43169,50.19,22.86,58.43,-0.0765,1.8735,-0.0408,-3300.9,5817,0.0453,54.32,22.18,True
④ RSI5 < 25,1.5,-5.0,3,23523,-0.0765,53.68,9.88,-0.0351,23523,53.68,9.88,62.23,-0.0765,2.1805,-0.0351,-1800.2,3148,0.0798,58.42,9.53,True
㊳ 月初め(1〜3営業日),3.0,-1.5,1,155548,-0.0765,6.82,30.63,-0.0565,155548,6.82,30.63,41.9,-0.0765,1.3548,-0.0565,-11904.5,19116,-0.089,8.05,35.93,False
㉙ 低位株(〜500円),3.0,-5.0,3,173450,-0.0765,29.42,12.53,-0.0281,173450,29.42,12.53,49.2,-0.0765,2.723,-0.0281,-13272.5,17746,-0.3524,34.34,20.6,False
㉓ 水・木のみ,1.5,-2.0,2,428380,-0.0766,39.38,30.7,-0.0506,428380,39.38,30.7,51.31,-0.0766,1.5133,-0.0506,-32802.9,56155,-0.1282,39.74,34.44,False
㉘ 直近5日-10%以下,10.0,-1.0,2,3136,-0.0766,5.23,86.67,-0.0282,3136,5.23,86.67,12.88,-0.0766,2.7224,-0.0282,-240.3,701,-0.2892,3.99,89.87,False
⑬ 出来高2倍以上,5.0,-3.0,5,70026,-0.0768,23.14,47.11,-0.0232,70026,23.14,47.11,40.83,-0.0768,3.3079,-0.0232,-5380.6,8955,-0.1217,25.14,51.46,False
㊱ MA200割れ(-10%以下),2.0,-1.0,5,156276,-0.0768,29.9,68.27,-0.0559,156276,29.9,68.27,31.1,-0.0768,1.3729,-0.0559,-11994.8,13522,-0.1245,28.77,70.26,False
⑰ RSI5<20 + DVS>20,2.0,-3.0,1,1727,-0.0769,21.48,11.23,-0.0487,1727,21.48,11.23,46.61,-0.0769,1.5786,-0.0487,-132.9,250,-0.2322,19.2,18.4,False
⑥ RSI5 < 15,1.5,-3.0,3,5431,-0.0769,50.54,23.7,-0.0407,5431,50.54,23.7,59.01,-0.0769,1.8879,-0.0407,-417.5,683,0.1902,58.42,20.5,True
⑭ 52週安値圏20%以内,2.0,-3.0,2,180210,-0.0769,32.4,18.82,-0.0407,180210,32.4,18.82,50.45,-0.0769,1.8913,-0.0407,-13856.4,13364,-0.2582,32.76,24.73,False
㉛ 高位株(3000円〜),1.5,-3.0,2,153282,-0.0769,42.91,16.79,-0.0447,153282,42.91,16.79,55.19,-0.0769,1.7196,-0.0447,-11781.5,37525,-0.0989,46.36,20.46,False
⑫ 出来高1.5倍以上,7.0,-3.0,1,150888,-0.0769,2.99,17.44,-0.0343,150888,2.99,17.44,43.61,-0.0769,2.2422,-0.0343,-11608.1,20007,-0.1166,4.16,22.18,False
㉜ 水・木 + DVS>10,1.5,-3.0,1,357600,-0.077,25.91,8.31,-0.0559,357600,25.91,8.31,49.77,-0.077,1.3788,-0.0559,-27541.7,47237,-0.1509,27.18,10.96,False
㉚ 中位株(500〜3000円),2.0,-1.5,1,723405,-0.0771,13.89,28.39,-0.063,723405,13.89,28.39,44.29,-0.0771,1.2247,-0.063,-55781.8,83444,-0.1145,14.8,31.45,False
㉑ スコア>=20 + RSI5<20,1.5,-5.0,2,12034,-0.0773,45.44,6.92,-0.0392,12034,45.44,6.92,58.24,-0.0773,1.9712,-0.0392,-930.1,1563,0.1185,52.14,6.27,True
㊳ 月初め(1〜3営業日),5.0,-3.0,1,155548,-0.0773,2.45,8.79,-0.0461,155548,2.45,8.79,44.64,-0.0773,1.6789,-0.0461,-12027.3,19116,-0.1649,3.14,14.91,False
⑤ RSI5 < 20（超売られすぎ）,1.5,-5.0,2,12034,-0.0773,45.44,6.92,-0.0392,12034,45.44,6.92,58.24,-0.0773,1.9712,-0.0392,-930.1,1563,0.1185,52.14,6.27,True
㉛ 高位株(3000円〜),1.5,-3.0,3,153282,-0.0773,50.99,22.76,-0.0411,153282,50.99,22.76,58.37,-0.0773,1.8796,-0.0411,-11855.4,37343,-0.0883,53.54,25.67,False
⑩ DVS > 20（強い買い越し）,2.0,-1.5,3,720307,-0.0774,31.76,50.18,-0.0489,720307,31.76,50.18,42.08,-0.0774,1.5833,-0.0489,-55773.7,94295,-0.0952,32.84,52.3,False
㉟ MA200割れ(-5%以下),2.0,-1.0,1,269062,-0.0774,14.23,48.34,-0.0694,269062,14.23,48.34,37.36,-0.0774,1.1152,-0.0694,-20821.1,22330,-0.1474,14.77,53.61,False
③ RSI5 < 30,1.5,-2.0,3,43169,-0.0774,45.65,36.67,-0.048,43169,45.65,36.67,52.88,-0.0774,1.6105,-0.048,-3339.3,5817,0.0045,48.86,35.38,True
⑧ DVS > 0（買い越し）,1.5,-5.0,5,960484,-0.0774,61.21,13.22,-0.0327,960484,61.21,13.22,65.91,-0.0774,2.3691,-0.0327,-74339.8,126293,-0.1022,63.13,15.46,False
⑲ RSI5<15 + DVS>0,1.5,-1.0,3,2700,-0.0774,33.19,59.04,-0.0663,2700,33.19,59.04,37.7,-0.0774,1.1664,-0.0663,-208.9,388,-0.0625,34.54,60.31,False
㊲ MA200上方(+5%以上),2.0,-5.0,3,414127,-0.0775,44.9,11.03,-0.0319,414127,44.9,11.03,57.14,-0.0775,2.4278,-0.0319,-32077.4,86610,-0.0646,48.26,13.32,False
㉒ 月曜エントリー除外,2.0,-3.0,1,855864,-0.0775,16.8,8.46,-0.0529,855864,16.8,8.46,47.33,-0.0775,1.465,-0.0529,-66362.2,113674,-0.1096,19.26,11.03,False
㊵ 月初め + DVS>0,5.0,-5.0,1,142489,-0.0775,2.64,2.32,-0.0436,142489,2.64,2.32,45.21,-0.0775,1.7786,-0.0436,-11041.6,17448,-0.1742,3.57,4.88,False
⑧ DVS > 0（買い越し）,2.0,-5.0,2,960484,-0.0775,32.23,6.01,-0.0378,960484,32.23,6.01,52.5,-0.0775,2.0513,-0.0378,-74422.7,127556,-0.1329,35.97,8.52,False
⑦ RSI5 < 10（極端売られすぎ）,1.5,-2.0,5,1909,-0.0775,50.24,40.81,-0.0462,1909,50.24,40.81,53.48,-0.0775,1.6778,-0.0462,-148.0,215,0.2075,57.21,31.63,True
㊲ MA200上方(+5%以上),2.0,-5.0,1,414127,-0.0775,20.25,3.05,-0.0464,414127,20.25,3.05,49.17,-0.0775,1.6709,-0.0464,-32099.9,87331,-0.1351,22.31,4.37,False
㉒ 月曜エントリー除外,1.5,-5.0,2,855864,-0.0775,43.42,5.68,-0.0408,855864,43.42,5.68,56.67,-0.0775,1.8993,-0.0408,-66369.2,112951,-0.1081,46.59,7.43,False
㉚ 中位株(500〜3000円),2.0,-2.0,1,723405,-0.0775,14.84,17.96,-0.0587,723405,14.84,17.96,46.34,-0.0775,1.3216,-0.0587,-56086.1,83444,-0.1307,15.89,21.0,False
⑪ ブレイクアウトあり,3.0,-1.0,2,246466,-0.0776,12.1,62.86,-0.0544,246466,12.1,62.86,31.32,-0.0776,1.4264,-0.0544,-19126.9,33408,-0.0836,13.48,64.71,False
① 全シグナル（ベースライン）,2.0,-1.5,2,1050137,-0.0776,25.96,43.67,-0.0523,1050137,25.96,43.67,42.81,-0.0776,1.4832,-0.0523,-81465.8,138395,-0.0928,27.74,46.68,False
㉛ 高位株(3000円〜),1.5,-1.0,2,153282,-0.0776,31.08,57.23,-0.0679,153282,31.08,57.23,38.4,-0.0776,1.1433,-0.0679,-11891.8,37525,-0.1027,31.09,59.11,False
⑦ RSI5 < 10（極端売られすぎ）,2.0,-2.0,1,1909,-0.0776,20.06,22.52,-0.0539,1909,20.06,22.52,44.94,-0.0776,1.4402,-0.0539,-148.1,233,-0.0319,18.45,19.31,False
㉓ 水・木のみ,1.5,-1.5,2,428380,-0.0776,36.12,41.53,-0.0572,428380,36.12,41.53,46.82,-0.0776,1.3558,-0.0572,-33247.6,56155,-0.111,36.23,44.23,False
㉛ 高位株(3000円〜),1.5,-2.0,3,153282,-0.0777,46.64,37.25,-0.0479,153282,46.64,37.25,52.94,-0.0777,1.6219,-0.0479,-11909.7,37343,-0.1,47.75,39.6,False
㉑ スコア>=20 + RSI5<20,1.5,-5.0,3,12034,-0.0778,54.07,10.32,-0.0354,12034,54.07,10.32,62.65,-0.0778,2.1997,-0.0354,-936.7,1543,0.1995,61.7,8.88,True
㉟ MA200割れ(-5%以下),1.5,-5.0,1,269062,-0.0778,29.07,2.31,-0.0511,269062,29.07,2.31,50.19,-0.0778,1.5214,-0.0511,-20922.3,22330,-0.2329,30.63,3.48,False
⑤ RSI5 < 20（超売られすぎ）,1.5,-5.0,3,12034,-0.0778,54.07,10.32,-0.0354,12034,54.07,10.32,62.65,-0.0778,2.1997,-0.0354,-936.7,1543,0.1995,61.7,8.88,True
㉙ 低位株(〜500円),5.0,-1.5,1,173450,-0.0778,3.53,35.81,-0.0484,173450,3.53,35.81,36.42,-0.0778,1.6075,-0.0484,-13499.1,17897,-0.1939,4.96,46.4,False
① 全シグナル（ベースライン）,2.0,-1.0,1,1050137,-0.0778,12.69,46.14,-0.0719,1050137,12.69,46.14,38.34,-0.0778,1.082,-0.0719,-81678.3,139118,-0.1075,13.71,49.69,False
㉟ MA200割れ(-5%以下),2.0,-3.0,1,269062,-0.0778,18.75,9.08,-0.0512,269062,18.75,9.08,47.01,-0.0778,1.5187,-0.0512,-20931.7,22330,-0.2489,19.68,12.91,False
⑮ 52週安値圏40%以内,2.0,-5.0,2,397726,-0.0778,32.25,6.14,-0.0378,397726,32.25,6.14,52.17,-0.0778,2.0563,-0.0378,-30941.8,29410,-0.2869,34.39,9.78,False
㊴ 月末除外(最終2営業日を除く),2.0,-3.0,1,940499,-0.0779,16.65,8.34,-0.0534,940499,16.65,8.34,47.2,-0.0779,1.4582,-0.0534,-73270.7,125239,-0.1838,18.15,11.65,False
⑥ RSI5 < 15,2.0,-5.0,2,5431,-0.0779,34.52,7.99,-0.0361,5431,34.52,7.99,54.3,-0.0779,2.1572,-0.0361,-423.2,695,0.1332,40.43,8.49,True
⑬ 出来高2倍以上,5.0,-1.5,3,70026,-0.078,12.79,64.73,-0.0337,70026,12.79,64.73,29.48,-0.078,2.3156,-0.0337,-5464.9,9073,-0.0635,14.39,67.13,False
⑭ 52週安値圏20%以内,1.5,-5.0,5,180210,-0.078,62.06,14.08,-0.0325,180210,62.06,14.08,66.36,-0.078,2.402,-0.0325,-14053.7,13149,-0.3127,59.93,18.45,False
⑮ 52週安値圏40%以内,2.0,-3.0,2,397726,-0.0781,30.75,17.63,-0.0422,397726,30.75,17.63,50.25,-0.0781,1.8512,-0.0422,-31058.5,29410,-0.2575,32.0,24.09,False
⑬ 出来高2倍以上,5.0,-2.0,5,70026,-0.0782,18.86,61.35,-0.028,70026,18.86,61.35,32.89,-0.0782,2.7947,-0.028,-5475.2,8955,-0.0967,20.03,63.74,False
⑮ 52週安値圏40%以内,2.0,-1.0,1,397726,-0.0782,12.88,45.9,-0.0722,397726,12.88,45.9,37.72,-0.0782,1.0837,-0.0722,-31119.8,29598,-0.1484,13.5,51.25,False
㉛ 高位株(3000円〜),1.5,-5.0,5,153282,-0.0783,62.74,13.64,-0.0326,153282,62.74,13.64,66.61,-0.0783,2.3992,-0.0326,-12002.2,37027,-0.01,65.96,14.9,False
㉛ 高位株(3000円〜),1.5,-1.5,3,153282,-0.0783,42.12,47.43,-0.0547,153282,42.12,47.43,47.17,-0.0783,1.4327,-0.0547,-12006.4,37343,-0.1003,42.42,49.18,False
⑤ RSI5 < 20（超売られすぎ）,1.5,-1.0,1,12034,-0.0784,21.73,46.02,-0.0766,12034,21.73,46.02,40.11,-0.0784,1.0228,-0.0766,-943.3,1586,-0.0609,22.51,47.1,False
㉑ スコア>=20 + RSI5<20,1.5,-1.0,1,12034,-0.0784,21.73,46.02,-0.0766,12034,21.73,46.02,40.11,-0.0784,1.0228,-0.0766,-943.3,1586,-0.0609,22.51,47.1,False
㊲ MA200上方(+5%以上),2.0,-5.0,2,414127,-0.0785,35.85,7.32,-0.0363,414127,35.85,7.32,53.9,-0.0785,2.1627,-0.0363,-32529.5,86917,-0.0889,39.15,9.4,False
⑰ RSI5<20 + DVS>20,2.0,-1.5,2,1727,-0.0786,27.04,44.01,-0.0529,1727,27.04,44.01,42.79,-0.0786,1.4861,-0.0529,-135.8,246,-0.0261,27.64,44.31,False
⑱ RSI5<20 + 出来高1.5倍,2.0,-1.5,2,1737,-0.0786,29.25,47.09,-0.0509,1737,29.25,47.09,42.08,-0.0786,1.5437,-0.0509,-136.5,231,0.0194,31.6,44.59,True
⑮ 52週安値圏40%以内,1.5,-3.0,5,397726,-0.0788,56.48,27.68,-0.0396,397726,56.48,27.68,60.74,-0.0788,1.991,-0.0396,-31360.4,28983,-0.2801,53.83,33.62,False
㉜ 水・木 + DVS>10,1.5,-1.0,2,357600,-0.0788,30.21,56.31,-0.0695,357600,30.21,56.31,38.4,-0.0788,1.1338,-0.0695,-28171.8,47235,-0.0878,30.37,57.39,False
⑥ RSI5 < 15,1.5,-5.0,1,5431,-0.0788,30.05,3.35,-0.0497,5431,30.05,3.35,51.57,-0.0788,1.5872,-0.0497,-428.2,707,-0.0497,30.83,4.95,False
④ RSI5 < 25,1.5,-3.0,2,23523,-0.0789,42.88,17.67,-0.0455,23523,42.88,17.67,55.61,-0.0789,1.733,-0.0455,-1856.9,3185,0.0051,46.72,18.08,True
⑩ DVS > 20（強い買い越し）,2.0,-5.0,3,720307,-0.079,41.44,9.52,-0.0339,720307,41.44,9.52,55.75,-0.079,2.33,-0.0339,-56872.0,94295,-0.1499,44.81,12.7,False
㉔ RSI5<20 + 月曜除外,1.5,-2.0,1,9742,-0.079,26.76,19.99,-0.0607,9742,26.76,19.99,48.83,-0.079,1.301,-0.0607,-769.4,1353,-0.0452,28.82,20.69,False
⑧ DVS > 0（買い越し）,2.0,-1.5,2,960484,-0.0791,25.93,43.74,-0.0534,960484,25.93,43.74,42.79,-0.0791,1.4831,-0.0534,-76004.1,127556,-0.0935,27.71,46.72,False
⑭ 52週安値圏20%以内,1.5,-5.0,1,180210,-0.0792,28.52,2.37,-0.0522,180210,28.52,2.37,49.78,-0.0792,1.5181,-0.0522,-14278.5,13463,-0.2262,29.45,3.48,False
㊵ 月初め + DVS>0,2.0,-1.5,3,142489,-0.0792,32.21,50.7,-0.0498,142489,32.21,50.7,41.89,-0.0792,1.5909,-0.0498,-11291.3,17448,0.1101,38.12,46.65,True
㉒ 月曜エントリー除外,1.5,-3.0,3,855864,-0.0793,49.63,22.19,-0.0426,855864,49.63,22.19,57.9,-0.0793,1.861,-0.0426,-67856.2,112949,-0.1346,51.27,25.59,False
⑪ ブレイクアウトあり,5.0,-5.0,1,246466,-0.0793,3.29,3.1,-0.0424,246466,3.29,3.1,45.64,-0.0793,1.8721,-0.0424,-19553.3,33610,-0.1488,4.81,5.11,False
㊵ 月初め + DVS>0,3.0,-2.0,2,142489,-0.0793,16.18,34.96,-0.0429,142489,16.18,34.96,43.47,-0.0793,1.8482,-0.0429,-11304.6,17448,0.069,19.42,36.01,True
㉖ 直近5日-3%以下,3.0,-5.0,1,32717,-0.0793,16.92,5.7,-0.0365,32717,16.92,5.7,47.71,-0.0793,2.1713,-0.0365,-2594.3,6216,-0.0511,16.17,6.18,False
㊵ 月初め + DVS>0,2.0,-2.0,5,142489,-0.0793,42.36,46.3,-0.0416,142489,42.36,46.3,47.67,-0.0793,1.904,-0.0416,-11295.3,17448,0.2369,51.07,40.07,True
⑧ DVS > 0（買い越し）,2.0,-1.0,1,960484,-0.0794,12.62,46.2,-0.0734,960484,12.62,46.2,38.34,-0.0794,1.0808,-0.0734,-76237.7,128150,-0.1084,13.68,49.76,False
⑪ ブレイクアウトあり,3.0,-1.5,3,246466,-0.0794,19.75,54.93,-0.0435,246466,19.75,54.93,37.04,-0.0794,1.8267,-0.0435,-19574.0,33301,-0.0992,21.31,57.67,False
① 全シグナル（ベースライン）,1.5,-5.0,1,1050137,-0.0794,26.65,2.24,-0.0539,1050137,26.65,2.24,49.98,-0.0794,1.4725,-0.0539,-83402.2,139118,-0.1604,29.32,3.56,False
⑲ RSI5<15 + DVS>0,1.5,-2.0,3,2700,-0.0795,45.26,36.63,-0.0494,2700,45.26,36.63,53.07,-0.0795,1.6078,-0.0494,-214.6,388,0.0757,50.52,34.54,True
⑮ 52週安値圏40%以内,1.5,-5.0,1,397726,-0.0795,26.72,2.19,-0.054,397726,26.72,2.19,49.43,-0.0795,1.4738,-0.054,-31629.5,29598,-0.2292,28.99,3.66,False
① 全シグナル（ベースライン）,2.0,-3.0,2,1050137,-0.0795,30.75,17.71,-0.0429,1050137,30.75,17.71,50.61,-0.0795,1.8531,-0.0429,-83478.8,138395,-0.1228,33.72,21.74,False
⑱ RSI5<20 + 出来高1.5倍,2.0,-2.0,3,1737,-0.0795,38.05,42.31,-0.0435,1737,38.05,42.31,47.78,-0.0795,1.8294,-0.0435,-138.1,227,0.0754,40.97,37.0,True
㉛ 高位株(3000円〜),1.5,-3.0,1,153282,-0.0795,25.8,7.66,-0.0583,153282,25.8,7.66,49.5,-0.0795,1.3643,-0.0583,-12193.5,37777,-0.1201,29.91,10.77,False
⑪ ブレイクアウトあり,5.0,-1.5,1,246466,-0.0795,2.35,33.02,-0.0536,246466,2.35,33.02,41.2,-0.0795,1.4843,-0.0536,-19601.3,33610,-0.1007,3.2,38.13,False
④ RSI5 < 25,1.5,-1.0,1,23523,-0.0795,21.35,45.69,-0.0781,23523,21.35,45.69,40.13,-0.0795,1.0181,-0.0781,-1870.6,3226,-0.069,21.85,46.34,False
⑯ RSI5<20 + DVS>0,1.5,-5.0,1,6328,-0.0796,29.36,2.89,-0.0513,6328,29.36,2.89,51.55,-0.0796,1.5512,-0.0513,-503.7,894,-0.0392,31.88,4.7,False
㊸ 直近5日-3% + 月曜除外,2.0,-1.0,1,26510,-0.0796,19.97,57.09,-0.0649,26510,19.97,57.09,35.06,-0.0796,1.2259,-0.0649,-2109.1,5341,-0.0802,18.74,55.91,False
⑯ RSI5<20 + DVS>0,2.0,-2.0,1,6328,-0.0796,17.67,20.54,-0.0572,6328,17.67,20.54,46.24,-0.0796,1.3923,-0.0572,-503.5,894,-0.0789,18.23,23.15,False
⑦ RSI5 < 10（極端売られすぎ）,1.5,-2.0,3,1909,-0.0797,46.31,37.51,-0.0491,1909,46.31,37.51,53.12,-0.0797,1.6229,-0.0491,-152.1,222,0.1715,51.35,29.28,True
③ RSI5 < 30,1.5,-3.0,2,43169,-0.0797,42.35,17.3,-0.0463,43169,42.35,17.3,55.36,-0.0797,1.7236,-0.0463,-3441.9,5881,-0.0036,45.71,17.77,False
㉟ MA200割れ(-5%以下),2.0,-2.0,2,269062,-0.0797,30.56,34.24,-0.0472,269062,30.56,34.24,46.79,-0.0797,1.6881,-0.0472,-21441.8,22182,-0.2147,31.21,40.79,False
⑮ 52週安値圏40%以内,2.0,-3.0,1,397726,-0.0798,16.99,8.34,-0.0544,397726,16.99,8.34,46.51,-0.0798,1.4672,-0.0544,-31747.7,29598,-0.2414,18.52,12.54,False
⑨ DVS > 10,2.0,-5.0,2,873764,-0.0798,32.22,6.02,-0.0389,873764,32.22,6.02,52.47,-0.0798,2.0527,-0.0389,-69683.2,116555,-0.1396,35.86,8.56,False
㉚ 中位株(500〜3000円),1.5,-1.0,5,723405,-0.0799,35.55,61.93,-0.067,723405,35.55,61.93,37.11,-0.0799,1.1925,-0.067,-57830.7,82276,-0.0788,35.74,61.96,False
㉖ 直近5日-3%以下,3.0,-2.0,1,32717,-0.08,14.32,31.23,-0.0451,32717,14.32,31.23,43.16,-0.08,1.7747,-0.0451,-2617.5,6216,-0.0759,13.34,31.45,False
㊳ 月初め(1〜3営業日),2.0,-2.0,5,155548,-0.08,42.28,46.26,-0.042,155548,42.28,46.26,47.66,-0.08,1.903,-0.042,-12437.0,19116,0.2364,51.08,40.02,True
⑮ 52週安値圏40%以内,2.0,-1.5,2,397726,-0.08,25.78,43.31,-0.0541,397726,25.78,43.31,42.42,-0.08,1.4788,-0.0541,-31806.2,29410,-0.1798,25.95,48.88,False
⑰ RSI5<20 + DVS>20,2.0,-1.5,3,1727,-0.0801,31.15,49.04,-0.0513,1727,31.15,49.04,42.33,-0.0801,1.5636,-0.0513,-138.4,244,0.1061,35.25,45.49,True
㊹ 直近5日-5% + 水・木,3.0,-1.5,1,4781,-0.0802,16.59,49.88,-0.0462,4781,16.59,49.88,37.84,-0.0802,1.7362,-0.0462,-383.3,1017,-0.0979,15.24,47.69,False
⑭ 52週安値圏20%以内,1.5,-3.0,5,180210,-0.0803,57.19,28.35,-0.04,180210,57.19,28.35,60.99,-0.0803,2.0057,-0.04,-14462.8,13149,-0.2834,53.89,33.78,False
㊱ MA200割れ(-10%以下),2.0,-2.0,5,156276,-0.0803,44.71,48.66,-0.0413,156276,44.71,48.66,47.73,-0.0803,1.9444,-0.0413,-12542.5,13522,-0.2117,42.75,53.08,False
⑧ DVS > 0（買い越し）,1.5,-5.0,1,960484,-0.0803,26.6,2.25,-0.0545,960484,26.6,2.25,50.0,-0.0803,1.4728,-0.0545,-77130.0,128150,-0.163,29.27,3.62,False
㊱ MA200割れ(-10%以下),2.0,-1.5,5,156276,-0.0803,38.65,57.43,-0.0475,156276,38.65,57.43,40.78,-0.0803,1.6902,-0.0475,-12547.5,13522,-0.1861,36.49,61.2,False
㊳ 月初め(1〜3営業日),5.0,-5.0,1,155548,-0.0803,2.63,2.34,-0.0451,155548,2.63,2.34,45.1,-0.0803,1.7805,-0.0451,-12497.9,19116,-0.1785,3.53,4.87,False
⑰ RSI5<20 + DVS>20,1.5,-3.0,5,1727,-0.0804,55.99,27.74,-0.0405,1727,55.99,27.74,60.8,-0.0804,1.9866,-0.0405,-138.9,239,0.1212,61.51,26.36,True
⑪ ブレイクアウトあり,3.0,-5.0,5,246466,-0.0804,37.29,17.68,-0.0264,246466,37.29,17.68,53.39,-0.0804,3.0452,-0.0264,-19808.9,33157,-0.1424,40.63,21.71,False
㉛ 高位株(3000円〜),1.5,-2.0,2,153282,-0.0804,40.08,31.31,-0.0528,153282,40.08,31.31,51.44,-0.0804,1.5235,-0.0528,-12326.7,37525,-0.1072,42.13,34.82,False
⑬ 出来高2倍以上,7.0,-1.5,1,70026,-0.0804,3.19,48.86,-0.0398,70026,3.19,48.86,35.11,-0.0804,2.0184,-0.0398,-5632.2,9281,-0.1196,4.08,53.84,False
㊱ MA200割れ(-10%以下),2.0,-1.0,3,156276,-0.0804,27.86,66.3,-0.0597,156276,27.86,66.3,31.79,-0.0804,1.345,-0.0597,-12557.4,13678,-0.1257,27.47,69.02,False
㉚ 中位株(500〜3000円),1.5,-1.5,5,723405,-0.0805,44.68,50.14,-0.0549,723405,44.68,50.14,47.23,-0.0805,1.466,-0.0549,-58251.5,82276,-0.0803,45.0,50.44,False
⑩ DVS > 20（強い買い越し）,2.0,-2.0,3,720307,-0.0806,35.33,39.53,-0.0452,720307,35.33,39.53,47.47,-0.0806,1.7819,-0.0452,-58033.8,94295,-0.1176,36.77,42.8,False
⑨ DVS > 10,2.0,-1.0,1,873764,-0.0806,12.58,46.28,-0.0746,873764,12.58,46.28,38.34,-0.0806,1.0803,-0.0746,-70451.6,117055,-0.1104,13.64,49.85,False
⑭ 52週安値圏20%以内,2.0,-2.0,2,180210,-0.0806,29.58,33.17,-0.0483,180210,29.58,33.17,46.42,-0.0806,1.6677,-0.0483,-14522.0,13364,-0.2032,29.77,38.99,False
⑪ ブレイクアウトあり,3.0,-3.0,5,246466,-0.0806,33.78,36.47,-0.0309,246466,33.78,36.47,48.22,-0.0806,2.6102,-0.0309,-19877.1,33157,-0.1565,35.81,40.91,False
⑨ DVS > 10,1.5,-5.0,5,873764,-0.0807,61.17,13.24,-0.034,873764,61.17,13.24,65.85,-0.0807,2.3708,-0.034,-70505.1,115455,-0.1057,62.98,15.43,False
