k,n_taken,participate_pct,avg_offset_pct,ev_when_taken,ev_per_signal
0.0,266778,84.01027856679494,0.0036493626949122403,-0.1536903662691201,-0.12911570483301524
0.25,211628,66.64315360537105,-0.7019404007474874,-0.09109703585907601,-0.06070993753750398
0.5,149060,46.94004799183761,-1.4047188490040559,-0.049133939960208324,-0.023063494997602463
0.75,96189,30.290596245048086,-2.107734094536373,-0.006638813020015589,-0.0020109360473566057
1.0,59478,18.73004276438023,-2.807799251090862,0.017865856971361095,0.0033462826509589394
1.25,36149,11.383575706808921,-3.514239832385722,0.019372640361694084,0.0022052991819812677
1.5,22515,7.0901327018396865,-4.215969294178353,0.07352911262373112,0.005213311659507693
2.0,9811,3.089553272829188,-5.623836986357436,0.13483327349563884,0.00416574581414724
2.5,5077,1.5987831990779522,-7.028332798061637,0.19919195512486923,0.0031846475124513033
