limit_pct,period,Date,equity
-0.7,TRAIN,2021-12-22,80.0281472048514
-0.7,TRAIN,2021-12-23,79.33028261713719
-0.7,TRAIN,2021-12-24,80.01541233398996
-0.7,TRAIN,2021-12-27,81.61752083323199
-0.7,TRAIN,2021-12-28,82.5739265013346
-0.7,TRAIN,2021-12-29,83.379427462851
-0.7,TRAIN,2021-12-30,81.33413022725695
-0.7,TRAIN,2021-12-31,81.33413022725695
-0.7,TRAIN,2022-01-03,81.33413022725695
-0.7,TRAIN,2022-01-04,79.32889425852164
-0.7,TRAIN,2022-01-05,78.54680763390277
-0.7,TRAIN,2022-01-06,79.07613155445479
-0.7,TRAIN,2022-01-07,80.09400344353836
-0.7,TRAIN,2022-01-10,80.09400344353836
-0.7,TRAIN,2022-01-11,80.19876184967809
-0.7,TRAIN,2022-01-12,79.00887980858727
-0.7,TRAIN,2022-01-13,77.67614951762386
-0.7,TRAIN,2022-01-14,75.08005436415033
-0.7,TRAIN,2022-01-17,73.32092855914473
-0.7,TRAIN,2022-01-18,72.5329370499311
-0.7,TRAIN,2022-01-19,72.93615097419396
-0.7,TRAIN,2022-01-20,72.3737361374482
-0.7,TRAIN,2022-01-21,71.72585121095163
-0.7,TRAIN,2022-01-24,69.25394299497432
-0.7,TRAIN,2022-01-25,68.43249703499116
-0.7,TRAIN,2022-01-26,68.0855409181309
-0.7,TRAIN,2022-01-27,70.14865526248055
-0.7,TRAIN,2022-01-28,72.31166416803998
-0.7,TRAIN,2022-01-31,73.01166950280017
-0.7,TRAIN,2022-02-01,74.02032607415154
-0.7,TRAIN,2022-02-02,73.8962082318874
-0.7,TRAIN,2022-02-03,74.14882237379986
-0.7,TRAIN,2022-02-04,74.75105807235146
-0.7,TRAIN,2022-02-07,76.00153767803786
-0.7,TRAIN,2022-02-08,75.92553748133372
-0.7,TRAIN,2022-02-09,74.8756707561656
-0.7,TRAIN,2022-02-10,75.33773649586703
-0.7,TRAIN,2022-02-11,75.33773649586703
-0.7,TRAIN,2022-02-14,75.66661530781093
-0.7,TRAIN,2022-02-15,75.57636844268802
-0.7,TRAIN,2022-02-16,74.52748735435519
-0.7,TRAIN,2022-02-17,73.51361694248983
-0.7,TRAIN,2022-02-18,71.90262023083714
-0.7,TRAIN,2022-02-21,71.17037953629838
-0.7,TRAIN,2022-02-22,71.73464233865158
-0.7,TRAIN,2022-02-23,71.73464233865158
-0.7,TRAIN,2022-02-24,72.79300286294193
-0.7,TRAIN,2022-02-25,74.62977447540555
-0.7,TRAIN,2022-02-28,73.83869872553296
-0.7,TRAIN,2022-03-01,72.35198988468528
-0.7,TRAIN,2022-03-02,69.71133046037457
-0.7,TRAIN,2022-03-03,66.81294605853296
-0.7,TRAIN,2022-03-04,64.72318565090863
-0.7,TRAIN,2022-03-07,64.81075662507465
-0.7,TRAIN,2022-03-08,66.45578164785981
-0.7,TRAIN,2022-03-09,65.6824271549522
-0.7,TRAIN,2022-03-10,66.68693767262126
-0.7,TRAIN,2022-03-11,67.39004632640193
-0.7,TRAIN,2022-03-14,69.58585801176193
-0.7,TRAIN,2022-03-15,71.026832668972
-0.7,TRAIN,2022-03-16,71.70904548642996
-0.7,TRAIN,2022-03-17,73.72727180526645
-0.7,TRAIN,2022-03-18,74.86728474559217
-0.7,TRAIN,2022-03-21,74.86728474559217
-0.7,TRAIN,2022-03-22,75.95703448991338
-0.7,TRAIN,2022-03-23,76.55564955526863
-0.7,TRAIN,2022-03-24,76.23125242561082
-0.7,TRAIN,2022-03-25,76.24276507110787
-0.7,TRAIN,2022-03-28,75.24232288128529
-0.7,TRAIN,2022-03-29,74.45549208797644
-0.7,TRAIN,2022-03-30,75.46402372007928
-0.7,TRAIN,2022-03-31,76.70122276344998
-0.7,TRAIN,2022-04-01,77.4674641724559
-0.7,TRAIN,2022-04-04,75.44816542477886
-0.7,TRAIN,2022-04-05,73.54565009203625
-0.7,TRAIN,2022-04-06,72.36764976446729
-0.7,TRAIN,2022-04-07,71.25244755296592
-0.7,TRAIN,2022-04-08,70.19382385593656
-0.7,TRAIN,2022-04-11,70.58795017729105
-0.7,TRAIN,2022-04-12,70.94254981010121
-0.7,TRAIN,2022-04-13,70.30400281508078
-0.7,TRAIN,2022-04-14,70.30226693046644
-0.7,TRAIN,2022-04-15,71.34781514318713
-0.7,TRAIN,2022-04-18,72.13054836516464
-0.7,TRAIN,2022-04-19,71.38296085639566
-0.7,TRAIN,2022-04-20,70.02266104696388
-0.7,TRAIN,2022-04-21,69.1720603069921
-0.7,TRAIN,2022-04-22,68.55753384399094
-0.7,TRAIN,2022-04-25,69.44435528124014
-0.7,TRAIN,2022-04-26,70.9240800835831
-0.7,TRAIN,2022-04-27,71.91412239312591
-0.7,TRAIN,2022-04-28,71.6482618768065
-0.7,TRAIN,2022-04-29,71.6482618768065
-0.7,TRAIN,2022-05-02,70.90797765142715
-0.7,TRAIN,2022-05-03,70.90797765142715
-0.7,TRAIN,2022-05-04,70.90797765142715
-0.7,TRAIN,2022-05-05,70.90797765142715
-0.7,TRAIN,2022-05-06,69.48083312167317
-0.7,TRAIN,2022-05-09,68.61568769529417
-0.7,TRAIN,2022-05-10,68.7438462396335
-0.7,TRAIN,2022-05-11,69.00820552666666
-0.7,TRAIN,2022-05-12,70.32378158222005
-0.7,TRAIN,2022-05-13,70.69192011770352
-0.7,TRAIN,2022-05-16,71.0688681341542
-0.7,TRAIN,2022-05-17,71.12915079244566
-0.7,TRAIN,2022-05-18,73.69265090316316
-0.7,TRAIN,2022-05-19,74.14516344089878
-0.7,TRAIN,2022-05-20,73.15511676315072
-0.7,TRAIN,2022-05-23,71.99823073126859
-0.7,TRAIN,2022-05-24,71.98357125916286
-0.7,TRAIN,2022-05-25,73.32488382005482
-0.7,TRAIN,2022-05-26,74.15461143780355
-0.7,TRAIN,2022-05-27,75.03529125167087
-0.7,TRAIN,2022-05-30,75.67362274312664
-0.7,TRAIN,2022-05-31,76.28247126190634
-0.7,TRAIN,2022-06-01,76.69716933847987
-0.7,TRAIN,2022-06-02,77.37268740754033
-0.7,TRAIN,2022-06-03,79.25364565828681
-0.7,TRAIN,2022-06-06,80.13901682872117
-0.7,TRAIN,2022-06-07,79.95494697151835
-0.7,TRAIN,2022-06-08,77.94482620374077
-0.7,TRAIN,2022-06-09,75.43588283163213
-0.7,TRAIN,2022-06-10,73.57769948159104
-0.7,TRAIN,2022-06-13,72.6694392764196
-0.7,TRAIN,2022-06-14,70.5793315787633
-0.7,TRAIN,2022-06-15,69.92933605869086
-0.7,TRAIN,2022-06-16,69.93193007389755
-0.7,TRAIN,2022-06-17,70.25164406830888
-0.7,TRAIN,2022-06-20,71.1138640046358
-0.7,TRAIN,2022-06-21,72.1001404720634
-0.7,TRAIN,2022-06-22,73.51351731767821
-0.7,TRAIN,2022-06-23,74.90181006865187
-0.7,TRAIN,2022-06-24,75.47685300615397
-0.7,TRAIN,2022-06-27,75.32509120412338
-0.7,TRAIN,2022-06-28,74.24956277566486
-0.7,TRAIN,2022-06-29,73.17024641404389
-0.7,TRAIN,2022-06-30,73.27807822209196
-0.7,TRAIN,2022-07-01,73.78085166663948
-0.7,TRAIN,2022-07-04,74.2199180597179
-0.7,TRAIN,2022-07-05,74.77608519198083
-0.7,TRAIN,2022-07-06,75.42781416411759
-0.7,TRAIN,2022-07-07,75.53558107974028
-0.7,TRAIN,2022-07-08,74.68281521350868
-0.7,TRAIN,2022-07-11,74.34810659090041
-0.7,TRAIN,2022-07-12,75.30787870748216
-0.7,TRAIN,2022-07-13,75.89687674772311
-0.7,TRAIN,2022-07-14,77.12448003605454
-0.7,TRAIN,2022-07-15,78.68238300802913
-0.7,TRAIN,2022-07-18,78.68238300802913
-0.7,TRAIN,2022-07-19,80.46504427367782
-0.7,TRAIN,2022-07-20,80.99946710026099
-0.7,TRAIN,2022-07-21,81.05217788025843
-0.7,TRAIN,2022-07-22,80.96135731891168
-0.7,TRAIN,2022-07-25,81.22633624714817
-0.7,TRAIN,2022-07-26,81.3984726543213
-0.7,TRAIN,2022-07-27,81.95101127583817
-0.7,TRAIN,2022-07-28,81.38519698077731
-0.7,TRAIN,2022-07-29,81.04673502542545
-0.7,TRAIN,2022-08-01,80.75937274635947
-0.7,TRAIN,2022-08-02,81.67502207211037
-0.7,TRAIN,2022-08-03,81.82670339016734
-0.7,TRAIN,2022-08-04,81.93023895443308
-0.7,TRAIN,2022-08-05,81.40173557692316
-0.7,TRAIN,2022-08-08,82.05257695868293
-0.7,TRAIN,2022-08-09,82.67017322433597
-0.7,TRAIN,2022-08-10,83.78055387367948
-0.7,TRAIN,2022-08-11,83.78055387367948
-0.7,TRAIN,2022-08-12,84.39794964610574
-0.7,TRAIN,2022-08-15,85.20359584951724
-0.7,TRAIN,2022-08-16,85.49576914038192
-0.7,TRAIN,2022-08-17,85.54166037714981
-0.7,TRAIN,2022-08-18,84.34264339088423
-0.7,TRAIN,2022-08-19,84.16719180207318
-0.7,TRAIN,2022-08-22,84.79492609005185
-0.7,TRAIN,2022-08-23,84.96712078484146
-0.7,TRAIN,2022-08-24,84.43172303361132
-0.7,TRAIN,2022-08-25,84.00931959552457
-0.7,TRAIN,2022-08-26,85.07940350246248
-0.7,TRAIN,2022-08-29,84.62453352693656
-0.7,TRAIN,2022-08-30,83.14076606084662
-0.7,TRAIN,2022-08-31,81.51201915067406
-0.7,TRAIN,2022-09-01,81.30961967327592
-0.7,TRAIN,2022-09-02,81.54636484763864
-0.7,TRAIN,2022-09-05,81.27828678703757
-0.7,TRAIN,2022-09-06,82.49266207557716
-0.7,TRAIN,2022-09-07,83.87267873372359
-0.7,TRAIN,2022-09-08,84.89973395121322
-0.7,TRAIN,2022-09-09,83.97995104357295
-0.7,TRAIN,2022-09-12,82.74216211737276
-0.7,TRAIN,2022-09-13,82.6628492679647
-0.7,TRAIN,2022-09-14,81.97031764408734
-0.7,TRAIN,2022-09-15,80.0878822057609
-0.7,TRAIN,2022-09-16,78.8452004774915
-0.7,TRAIN,2022-09-19,78.8452004774915
-0.7,TRAIN,2022-09-20,77.0773945744638
-0.7,TRAIN,2022-09-21,76.20018769898267
-0.7,TRAIN,2022-09-22,75.2120204436281
-0.7,TRAIN,2022-09-23,75.2120204436281
-0.7,TRAIN,2022-09-26,75.67629306987469
-0.7,TRAIN,2022-09-27,75.45009277190125
-0.7,TRAIN,2022-09-28,74.91327497292988
-0.7,TRAIN,2022-09-29,75.82171934726341
-0.7,TRAIN,2022-09-30,78.42865632215772
-0.7,TRAIN,2022-10-03,80.5573494968423
-0.7,TRAIN,2022-10-04,80.65193172470906
-0.7,TRAIN,2022-10-05,79.17220293134038
-0.7,TRAIN,2022-10-06,77.5548171354122
-0.7,TRAIN,2022-10-07,75.70853141960245
-0.7,TRAIN,2022-10-10,75.70853141960245
-0.7,TRAIN,2022-10-11,76.19663802761968
-0.7,TRAIN,2022-10-12,76.78887537729383
-0.7,TRAIN,2022-10-13,78.05366692371267
-0.7,TRAIN,2022-10-14,79.28497465638962
-0.7,TRAIN,2022-10-17,79.25924363196778
-0.7,TRAIN,2022-10-18,78.66013668543502
-0.7,TRAIN,2022-10-19,78.67122843854368
-0.7,TRAIN,2022-10-20,79.0465869217013
-0.7,TRAIN,2022-10-21,79.56594477766835
-0.7,TRAIN,2022-10-24,79.95167167886409
-0.7,TRAIN,2022-10-25,79.0446608154559
-0.7,TRAIN,2022-10-26,79.2979181845095
-0.7,TRAIN,2022-10-27,80.14977488132347
-0.7,TRAIN,2022-10-28,79.9843864995848
-0.7,TRAIN,2022-10-31,78.8804948574507
-0.7,TRAIN,2022-11-01,78.49014586616615
-0.7,TRAIN,2022-11-02,79.39846924926832
-0.7,TRAIN,2022-11-03,79.39846924926832
-0.7,TRAIN,2022-11-04,80.00890280318859
-0.7,TRAIN,2022-11-07,79.63864201252478
-0.7,TRAIN,2022-11-08,79.80360704250286
-0.7,TRAIN,2022-11-09,80.57546630157826
-0.7,TRAIN,2022-11-10,80.2533494819774
-0.7,TRAIN,2022-11-11,80.49879702593071
-0.7,TRAIN,2022-11-14,81.46051049547393
-0.7,TRAIN,2022-11-15,82.3507736907219
-0.7,TRAIN,2022-11-16,82.8338179574109
-0.7,TRAIN,2022-11-17,83.19739324740554
-0.7,TRAIN,2022-11-18,84.26731015552865
-0.7,TRAIN,2022-11-21,85.73532469456431
-0.7,TRAIN,2022-11-22,86.37797970054254
-0.7,TRAIN,2022-11-23,86.37797970054254
-0.7,TRAIN,2022-11-24,85.71773604953154
-0.7,TRAIN,2022-11-25,84.51211835594012
-0.7,TRAIN,2022-11-28,84.00292446702686
-0.7,TRAIN,2022-11-29,82.48881960600298
-0.7,TRAIN,2022-11-30,80.42819318225938
-0.7,TRAIN,2022-12-01,79.42421948321568
-0.7,TRAIN,2022-12-02,78.91508776510894
-0.7,TRAIN,2022-12-05,79.76098987260897
-0.7,TRAIN,2022-12-06,80.28180454308618
-0.7,TRAIN,2022-12-07,80.62500402202832
-0.7,TRAIN,2022-12-08,81.15948027070101
-0.7,TRAIN,2022-12-09,81.9605149824125
-0.7,TRAIN,2022-12-12,82.47166151800087
-0.7,TRAIN,2022-12-13,82.2187257342886
-0.7,TRAIN,2022-12-14,81.01252930790069
-0.7,TRAIN,2022-12-15,79.14312559696927
-0.7,TRAIN,2022-12-16,76.95593120610394
-0.7,TRAIN,2022-12-19,75.51804533633816
-0.7,TRAIN,2022-12-20,76.06006754120894
-0.7,TRAIN,2022-12-21,76.92849456140624
-0.7,TRAIN,2022-12-22,77.31892435640523
-0.7,TRAIN,2022-12-23,77.7930898801668
-0.7,TRAIN,2022-12-26,77.66604284418001
-0.7,TRAIN,2022-12-27,77.96090054851878
-0.7,TRAIN,2022-12-28,77.5127286328638
-0.7,TRAIN,2022-12-29,76.26418768911294
-0.7,TRAIN,2022-12-30,75.49142745053688
-0.7,TRAIN,2023-01-02,75.49142745053688
-0.7,TRAIN,2023-01-03,75.49142745053688
-0.7,TRAIN,2023-01-04,75.37746509188872
-0.7,TRAIN,2023-01-05,77.82685452272032
-0.7,TRAIN,2023-01-06,78.86734100895694
-0.7,TRAIN,2023-01-09,78.86734100895694
-0.7,TRAIN,2023-01-10,79.0373221595711
-0.7,TRAIN,2023-01-11,77.71896643899375
-0.7,TRAIN,2023-01-12,77.44335297689844
-0.7,TRAIN,2023-01-13,77.3360448582561
-0.7,TRAIN,2023-01-16,78.86629066366318
-0.7,TRAIN,2023-01-17,79.87684475100396
-0.7,TRAIN,2023-01-18,81.28106102248184
-0.7,TRAIN,2023-01-19,83.34508016683698
-0.7,TRAIN,2023-01-20,84.85319482840401
-0.7,TRAIN,2023-01-23,85.41130766616172
-0.7,TRAIN,2023-01-24,85.88607928536483
-0.7,TRAIN,2023-01-25,85.83716716022722
-0.7,TRAIN,2023-01-26,86.02786139989671
-0.7,TRAIN,2023-01-27,86.24366619687737
-0.7,TRAIN,2023-01-30,85.85372480945772
-0.7,TRAIN,2023-01-31,84.39671435107363
-0.7,TRAIN,2023-02-01,83.96590985029673
-0.7,TRAIN,2023-02-02,83.52019286853547
-0.7,TRAIN,2023-02-03,83.36551497888624
-0.7,TRAIN,2023-02-06,84.06618744760489
-0.7,TRAIN,2023-02-07,84.41662174332087
-0.7,TRAIN,2023-02-08,83.5595027525937
-0.7,TRAIN,2023-02-09,83.22824327551896
-0.7,TRAIN,2023-02-10,83.56475028206789
-0.7,TRAIN,2023-02-13,84.66154609145178
-0.7,TRAIN,2023-02-14,85.11633995581663
-0.7,TRAIN,2023-02-15,86.22742881460856
-0.7,TRAIN,2023-02-16,87.24342025427796
-0.7,TRAIN,2023-02-17,87.48847699111033
-0.7,TRAIN,2023-02-20,87.08281060913711
-0.7,TRAIN,2023-02-21,87.97716277621196
-0.7,TRAIN,2023-02-22,88.17973279424154
-0.7,TRAIN,2023-02-23,88.17973279424154
-0.7,TRAIN,2023-02-24,88.58262447497054
-0.7,TRAIN,2023-02-27,88.68640563918265
-0.7,TRAIN,2023-02-28,89.36488731297926
-0.7,TRAIN,2023-03-01,90.26196667742448
-0.7,TRAIN,2023-03-02,91.74594862937921
-0.7,TRAIN,2023-03-03,92.99882866546773
-0.7,TRAIN,2023-03-06,94.36415911416998
-0.7,TRAIN,2023-03-07,94.17879619483645
-0.7,TRAIN,2023-03-08,91.49420989811374
-0.7,TRAIN,2023-03-09,87.81642044026756
-0.7,TRAIN,2023-03-10,85.42882062419683
-0.7,TRAIN,2023-03-13,84.72497668673081
-0.7,TRAIN,2023-03-14,84.49309410373257
-0.7,TRAIN,2023-03-15,85.06956273749987
-0.7,TRAIN,2023-03-16,85.93989910981811
-0.7,TRAIN,2023-03-17,85.89538379431414
-0.7,TRAIN,2023-03-20,87.94871606012687
-0.7,TRAIN,2023-03-21,87.94871606012687
-0.7,TRAIN,2023-03-22,89.15700073091321
-0.7,TRAIN,2023-03-23,89.01654461675916
-0.7,TRAIN,2023-03-24,88.9923530099407
-0.7,TRAIN,2023-03-27,89.40380491640104
-0.7,TRAIN,2023-03-28,90.642626400641
-0.7,TRAIN,2023-03-29,92.14860253598512
-0.7,TRAIN,2023-03-30,92.7406172810744
-0.7,TRAIN,2023-03-31,90.65934102438592
-0.7,TRAIN,2023-04-03,87.74924794153029
-0.7,TRAIN,2023-04-04,85.9865465456425
-0.7,TRAIN,2023-04-05,86.11641239088537
-0.7,TRAIN,2023-04-06,86.84260155450943
-0.7,TRAIN,2023-04-07,87.68130120795915
-0.7,TRAIN,2023-04-10,87.27068274566307
-0.7,TRAIN,2023-04-11,87.92564659688142
-0.7,TRAIN,2023-04-12,88.79059077023518
-0.7,TRAIN,2023-04-13,88.76667051126023
-0.7,TRAIN,2023-04-14,88.81557752668576
-0.7,TRAIN,2023-04-17,89.26837373217847
-0.7,TRAIN,2023-04-18,89.32072381903146
-0.7,TRAIN,2023-04-19,89.27389946475687
-0.7,TRAIN,2023-04-20,89.22190579650334
-0.7,TRAIN,2023-04-21,88.91885493125275
-0.7,TRAIN,2023-04-24,87.95843713494935
-0.7,TRAIN,2023-04-25,89.05292158863215
-0.7,TRAIN,2023-04-26,90.56506406097104
-0.7,TRAIN,2023-04-27,90.81586323254484
-0.7,TRAIN,2023-04-28,91.5652093691374
-0.7,TRAIN,2023-05-01,92.85686894621492
-0.7,TRAIN,2023-05-02,93.39211726315563
-0.7,TRAIN,2023-05-03,93.39211726315563
-0.7,TRAIN,2023-05-04,93.39211726315563
-0.7,TRAIN,2023-05-05,93.39211726315563
-0.7,TRAIN,2023-05-08,93.19800741556496
-0.7,TRAIN,2023-05-09,92.57453589517708
-0.7,TRAIN,2023-05-10,92.08353830514817
-0.7,TRAIN,2023-05-11,92.64379541685392
-0.7,TRAIN,2023-05-12,93.4349390316154
-0.7,TRAIN,2023-05-15,93.37937370277785
-0.7,TRAIN,2023-05-16,93.3184394677133
-0.7,TRAIN,2023-05-17,93.51826312367206
-0.7,TRAIN,2023-05-18,92.95838315561429
-0.7,TRAIN,2023-05-19,92.67157983289552
-0.7,TRAIN,2023-05-22,91.7699962125624
-0.7,TRAIN,2023-05-23,90.92710073411958
-0.7,TRAIN,2023-05-24,89.88349843028521
-0.7,TRAIN,2023-05-25,90.20136870472516
-0.7,TRAIN,2023-05-26,89.45961700129362
-0.7,TRAIN,2023-05-29,88.68967782449269
-0.7,TRAIN,2023-05-30,89.35656800500641
-0.7,TRAIN,2023-05-31,91.19723152331868
-0.7,TRAIN,2023-06-01,93.16033573817126
-0.7,TRAIN,2023-06-02,93.72713067394344
-0.7,TRAIN,2023-06-05,93.37345728766748
-0.7,TRAIN,2023-06-06,93.16421166150454
-0.7,TRAIN,2023-06-07,94.36804684916126
-0.7,TRAIN,2023-06-08,95.53088037926307
-0.7,TRAIN,2023-06-09,96.63192866227746
-0.7,TRAIN,2023-06-12,96.45569880841988
-0.7,TRAIN,2023-06-13,97.1833337354804
-0.7,TRAIN,2023-06-14,97.75242627468718
-0.7,TRAIN,2023-06-15,98.20015591510571
-0.7,TRAIN,2023-06-16,98.74239181805736
-0.7,TRAIN,2023-06-19,98.63928583909164
-0.7,TRAIN,2023-06-20,97.917682231856
-0.7,TRAIN,2023-06-21,95.69975327737788
-0.7,TRAIN,2023-06-22,94.01867211522581
-0.7,TRAIN,2023-06-23,93.78695945607585
-0.7,TRAIN,2023-06-26,94.92983440904756
-0.7,TRAIN,2023-06-27,95.31300481263044
-0.7,TRAIN,2023-06-28,95.95775308518336
-0.7,TRAIN,2023-06-29,97.24078359058713
-0.7,TRAIN,2023-06-30,97.10635193250457
-0.7,TRAIN,2023-07-03,95.73407330335944
-0.7,TRAIN,2023-07-04,94.41696213662975
-0.7,TRAIN,2023-07-05,93.38975874286601
-0.7,TRAIN,2023-07-06,93.79763178507571
-0.7,TRAIN,2023-07-07,93.34095235501714
-0.7,TRAIN,2023-07-10,92.81429791659525
-0.7,TRAIN,2023-07-11,92.39461678932189
-0.7,TRAIN,2023-07-12,91.87797061918673
-0.7,TRAIN,2023-07-13,92.252322032357
-0.7,TRAIN,2023-07-14,92.02825867865748
-0.7,TRAIN,2023-07-17,92.02825867865748
-0.7,TRAIN,2023-07-18,90.66165106749976
-0.7,TRAIN,2023-07-19,90.47669342918022
-0.7,TRAIN,2023-07-20,91.31602701051182
-0.7,TRAIN,2023-07-21,92.01362500882267
-0.7,TRAIN,2023-07-24,92.73613759936721
-0.7,TRAIN,2023-07-25,92.65786293131934
-0.7,TRAIN,2023-07-26,93.60052148813041
-0.7,TRAIN,2023-07-27,95.57921479072459
-0.7,TRAIN,2023-07-28,95.414097811118
-0.7,TRAIN,2023-07-31,93.02121662612741
-0.7,TRAIN,2023-08-01,91.17654286764325
-0.7,TRAIN,2023-08-02,90.97099223670293
-0.7,TRAIN,2023-08-03,91.58345694517283
-0.7,TRAIN,2023-08-04,92.37121388236343
-0.7,TRAIN,2023-08-07,92.26245591283102
-0.7,TRAIN,2023-08-08,92.5117799825718
-0.7,TRAIN,2023-08-09,92.79103120379403
-0.7,TRAIN,2023-08-10,91.66899395497306
-0.7,TRAIN,2023-08-11,91.66899395497306
-0.7,TRAIN,2023-08-14,90.42239391992392
-0.7,TRAIN,2023-08-15,88.58155025621909
-0.7,TRAIN,2023-08-16,88.14238644373928
-0.7,TRAIN,2023-08-17,89.24570162862457
-0.7,TRAIN,2023-08-18,91.38756706521956
-0.7,TRAIN,2023-08-21,92.74051766680026
-0.7,TRAIN,2023-08-22,93.87124073050127
-0.7,TRAIN,2023-08-23,94.50859372882927
-0.7,TRAIN,2023-08-24,96.47323445571895
-0.7,TRAIN,2023-08-25,97.39401660806816
-0.7,TRAIN,2023-08-28,98.48937964676861
-0.7,TRAIN,2023-08-29,99.556232794141
-0.7,TRAIN,2023-08-30,101.34841990808903
-0.7,TRAIN,2023-08-31,103.29648093828942
-0.7,TRAIN,2023-09-01,103.70709785309957
-0.7,TRAIN,2023-09-04,104.21984444334073
-0.7,TRAIN,2023-09-05,103.10285053759675
-0.7,TRAIN,2023-09-06,101.79798862171647
-0.7,TRAIN,2023-09-07,101.85954620750137
-0.7,TRAIN,2023-09-08,101.39196318014415
-0.7,TRAIN,2023-09-11,102.63911662123142
-0.7,TRAIN,2023-09-12,103.6387354535025
-0.7,TRAIN,2023-09-13,103.78509989401921
-0.7,TRAIN,2023-09-14,102.99165981374199
-0.7,TRAIN,2023-09-15,101.42742458275976
-0.7,TRAIN,2023-09-18,101.42742458275976
-0.7,TRAIN,2023-09-19,99.6622126654583
-0.7,TRAIN,2023-09-20,99.97815488590038
-0.7,TRAIN,2023-09-21,101.35253181808268
-0.7,TRAIN,2023-09-22,101.65924200176084
-0.7,TRAIN,2023-09-25,101.09787176886447
-0.7,TRAIN,2023-09-26,100.92248347252793
-0.7,TRAIN,2023-09-27,99.21465562692174
-0.7,TRAIN,2023-09-28,95.76566249593867
-0.7,TRAIN,2023-09-29,92.07936599298098
-0.7,TRAIN,2023-10-02,89.77856394499965
-0.7,TRAIN,2023-10-03,91.09092407231151
-0.7,TRAIN,2023-10-04,94.06197832434073
-0.7,TRAIN,2023-10-05,94.52022461314738
-0.7,TRAIN,2023-10-06,94.23677156771902
-0.7,TRAIN,2023-10-09,94.23677156771902
-0.7,TRAIN,2023-10-10,92.75655567310893
-0.7,TRAIN,2023-10-11,90.22599277426937
-0.7,TRAIN,2023-10-12,88.35187538787913
-0.7,TRAIN,2023-10-13,88.47584488340728
-0.7,TRAIN,2023-10-16,88.85524752667322
-0.7,TRAIN,2023-10-17,87.69694598742785
-0.7,TRAIN,2023-10-18,86.0234479878003
-0.7,TRAIN,2023-10-19,84.98221981732404
-0.7,TRAIN,2023-10-20,84.74453815913613
-0.7,TRAIN,2023-10-23,85.40692555259642
-0.7,TRAIN,2023-10-24,84.99035986502452
-0.7,TRAIN,2023-10-25,84.73303075890264
-0.7,TRAIN,2023-10-26,85.82915537516014
-0.7,TRAIN,2023-10-27,87.48603815289279
-0.7,TRAIN,2023-10-30,90.31782391187951
-0.7,TRAIN,2023-10-31,92.12000728462489
-0.7,TRAIN,2023-11-01,92.02266669545709
-0.7,TRAIN,2023-11-02,90.88090701913582
-0.7,TRAIN,2023-11-03,90.88090701913582
-0.7,TRAIN,2023-11-06,90.46611445680443
-0.7,TRAIN,2023-11-07,89.84509330434386
-0.7,TRAIN,2023-11-08,89.42044549236715
-0.7,TRAIN,2023-11-09,89.48782622181135
-0.7,TRAIN,2023-11-10,89.63091171125838
-0.7,TRAIN,2023-11-13,89.06220954848465
-0.7,TRAIN,2023-11-14,89.29329357143389
-0.7,TRAIN,2023-11-15,89.44766570910538
-0.7,TRAIN,2023-11-16,91.26093508936431
-0.7,TRAIN,2023-11-17,91.47639343292013
-0.7,TRAIN,2023-11-20,92.39806416763656
-0.7,TRAIN,2023-11-21,92.71277154382044
-0.7,TRAIN,2023-11-22,93.49034315370571
-0.7,TRAIN,2023-11-23,93.49034315370571
-0.7,TRAIN,2023-11-24,92.92962830865974
-0.7,TRAIN,2023-11-27,92.92226890048936
-0.7,TRAIN,2023-11-28,93.13358398094881
-0.7,TRAIN,2023-11-29,92.8791823901646
-0.7,TRAIN,2023-11-30,91.30314016116189
-0.7,TRAIN,2023-12-01,92.00814712213852
-0.7,TRAIN,2023-12-04,91.18044772747194
-0.7,TRAIN,2023-12-05,90.11415363799745
-0.7,TRAIN,2023-12-06,89.61851871075388
-0.7,TRAIN,2023-12-07,89.73790123646049
-0.7,TRAIN,2023-12-08,88.9834442862892
-0.7,TRAIN,2023-12-11,87.52572624136498
-0.7,TRAIN,2023-12-12,86.70510112024333
-0.7,TRAIN,2023-12-13,85.64597013075317
-0.7,TRAIN,2023-12-14,85.99403322871416
-0.7,TRAIN,2023-12-15,87.27936084656254
-0.7,TRAIN,2023-12-18,88.03531844551011
-0.7,TRAIN,2023-12-19,86.39417818035015
-0.7,TRAIN,2023-12-20,86.34534464576662
-0.7,TRAIN,2023-12-21,85.52012143149557
-0.7,TRAIN,2023-12-22,85.93424646112446
-0.7,TRAIN,2023-12-25,87.2867007955087
-0.7,TRAIN,2023-12-26,89.35788853794472
-0.7,TRAIN,2023-12-27,90.9746193050682
-0.7,TRAIN,2023-12-28,91.30437635024413
-0.7,TRAIN,2023-12-29,93.34025389458172
-0.7,TRAIN,2024-01-01,93.34025389458172
-0.7,TRAIN,2024-01-02,93.34025389458172
-0.7,TRAIN,2024-01-03,93.34025389458172
-0.7,TRAIN,2024-01-04,94.15132453299505
-0.7,TRAIN,2024-01-05,95.27868924036828
-0.7,TRAIN,2024-01-08,95.27868924036828
-0.7,TRAIN,2024-01-09,95.09569015376864
-0.7,TRAIN,2024-01-10,94.9832716880108
-0.7,TRAIN,2024-01-11,94.75356049381338
-0.7,TRAIN,2024-01-12,93.53341704657126
